name,status,family1,family2,family3
Bonkeng,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bure,critically endangered,Afro-Asiatic,Chadic,West Chadic
Belanda Viri,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Baan,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Bukat,safe,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
Bolivian Sign Language,definitely endangered,Sign Language,Deaf Sign Language,LSFic
Bamunka,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Buna,definitely endangered,Nuclear Torricelli,Marienberg,-
Bolgo,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Birri,definitely endangered,Central Sudanic,Membi-Mangbutu-Efe,Unclassified Membi-Mangbutu-Efe
Burarra,definitely endangered,Maningrida,Burera-Nakara,Bureran
Bati (Indonesia),definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Bukit Malay,safe,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Avane,extinct,Arawakan,Northern Maipuran,Alto Orinoco
Boga,safe,Afro-Asiatic,Chadic,Biu-Mandara
Dibole,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Bauzi,safe,Geelvink Bay,-,-
Bwatoo,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Namosi-Naitasiri-Serua,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Bwile,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bwaidoka,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Bwe Karen,vulnerable,Sino-Tibetan,Karenic,Central Karen
Boselewa,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Barwe,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bishuo,critically endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Baniwa do Icana,definitely endangered,Arawakan,Northern Maipuran,Inland Northern Maipuran
Láá Láá Bwamu,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Bauwaki,safe,Mailuan,Bauwakic,-
Bwela,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Biwat,definitely endangered,Yuat,Miyak-Bun-Biwat,Bun-Mundukumo
Wunai Bunu,definitely endangered,Hmong-Mien,Hmongic,Paheng
Boro (Ethiopia),definitely endangered,Ta-Ne-Omotic,Kefoid,-
Mandobo Bawah,vulnerable,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Awyu-Ok
Southern Bobo Madaré,safe,Mande,Western Mande,Northwestern Mande
Bura-Pabir,definitely endangered,Afro-Asiatic,Chadic,Biu-Mandara
Bomboma,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bafaw-Balong,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Buli (Ghana),safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Bwa,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bu-Nao Bunu,definitely endangered,Hmong-Mien,Hmongic,Nuclear Hmongic-Ho Ne
Cwi Bwamu,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Bwisi,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Bauro,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Belanda Bor,definitely endangered,Nilotic,Western Nilotic,Luo-Burun
Molengue,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Pela,vulnerable,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese
Ongota,critically endangered,Unknown,-,-
Bilur,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Bangala,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Buhutu,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Pirlatapa,extinct,Pama-Nyungan,Karnic,Central Karnic
Bayungu,critically endangered,Pama-Nyungan,South-West Pama-Nyungan,Pilbara
Bukusu,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Jalkunan,definitely endangered,Mande,Western Mande,Manding-Kpelle
Mongolia Buriat,vulnerable,Mongolic,Eastern Mongolic,Oirat-Khalkha
Burduna,extinct,Pama-Nyungan,South-West Pama-Nyungan,Pilbara
Barikanchi,extinct,Pidgin,Hausa based pidgin,-
Bebil,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Beele,definitely endangered,Afro-Asiatic,Chadic,West Chadic
Russia Buriat,definitely endangered,Mongolic,Eastern Mongolic,Oirat-Khalkha
Busam,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
China Buriat,vulnerable,Mongolic,Eastern Mongolic,Oirat-Khalkha
Berakou,critically endangered,Central Sudanic,Sara-Bongo-Bagirmi,SBB Occidental
Bankagooma,definitely endangered,Mande,Western Mande,Northwestern Mande
Binahari,safe,Mailuan,Binaharic,-
Batak,definitely endangered,Austronesian,Malayo-Polynesian,Greater Central Philippine
Bikya,critically endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Ubaghara,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Benyadu',safe,Austronesian,Malayo-Polynesian,Land Dayak
Pouye,definitely endangered,Sepik,Ram,-
Bete (Yukubenic),severely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Baygo,extinct,Dajuic,Western Dajuic,Nyala Dajuic
Bujhyal,vulnerable,Sino-Tibetan,Himalayish,Mahakiranti
Buyu,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bina (Nigeria),definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Shidong Biao,safe,Tai-Kadai,Kam-Tai,Lakkia-Biao
Bayono,vulnerable,Bayono-Awbono,-,-
Bidyara,severely endangered,Pama-Nyungan,Greater Maric,Guwa-Maric
Bilin,vulnerable,Afro-Asiatic,Cushitic,Agaw
Biyo,safe,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese
Bumaji,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Basay,extinct,Austronesian,East Formosan,Northern East Formosan
Baruya,safe,Angan,Nuclear Angan,Baruya-Simbari
Burak,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Berti,extinct,Saharan,Eastern Saharan,-
Medumba,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Belhariya,severely endangered,Sino-Tibetan,Himalayish,Mahakiranti
Qaqet,definitely endangered,Baining,-,-
Banaro,definitely endangered,Unknown,-,-
Bandi,safe,Mande,Western Mande,Manding-Kpelle
Andio,definitely endangered,Austronesian,Malayo-Polynesian,Celebic
Southern Betsimisaraka Malagasy,vulnerable,Austronesian,Malayo-Polynesian,Basap-Greater Barito
Bribri,definitely endangered,Chibchan,Core Chibchan,Isthmic Chibchan
Jenaama Bozo,safe,Mande,Western Mande,Northwestern Mande
Boikin,vulnerable,Ndu,-,-
Babuza,extinct,Austronesian,Western Plains Austronesian,Central Western Plains
Mapos Buang,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Bisu,definitely endangered,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese
Belize Kriol English,definitely endangered,Indo-European,Germanic,Northwest Germanic
Nicaragua Creole English,vulnerable,Indo-European,Germanic,Northwest Germanic
Boano (Sulawesi),definitely endangered,Austronesian,Malayo-Polynesian,Celebic
Bolondo,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Boano (Maluku),definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Bozaba,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Kemberano,safe,South Bird's Head Family,East South Bird's Head,-
Buli (Indonesia),safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Biri,extinct,Pama-Nyungan,Greater Maric,Guwa-Maric
Brazilian Sign Language,safe,Sign Language,Deaf Sign Language,-
Burmeso,definitely endangered,Unknown,-,-
Bebe,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Basa (Nigeria),safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Hainyaxo Bozo,safe,Mande,Western Mande,Northwestern Mande
Obanliku,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Evant,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Chortí,definitely endangered,Mayan,Core Mayan,Western Mayan
Garifuna,safe,Arawakan,Northern Maipuran,Caribbean Arawakan
Chuj,vulnerable,Mayan,Core Mayan,Western Mayan
Caddo,critically endangered,Caddoan,-,-
Lehar,definitely endangered,Atlantic-Congo,North-Central Atlantic,North Atlantic
Southern Carrier,severely endangered,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak,Athabaskan
Nivaclé,definitely endangered,Matacoan,Mataguayo I,-
Cahuarano,extinct,Zaparoan,Iquito-Arabela,Cahuarano-Iquito
Kaqchikel,vulnerable,Mayan,Core Mayan,Quichean-Mamean
Carolinian,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Cemuhî,vulnerable,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Chambri,definitely endangered,Lower Sepik-Ramu,Lower Sepik,-
Chácobo,vulnerable,Pano-Tacanan,Panoan,Mainline Pano
Chipaya,definitely endangered,Uru-Chipaya,-,-
Car Nicobarese,vulnerable,Austroasiatic,Nicobaric,-
Galibi Carib,definitely endangered,Cariban,Guianan,-
Mosetén-Chimané,vulnerable,Unknown,-,-
Catalan,vulnerable,Indo-European,Italic,Latino-Faliscan
Cavineña,definitely endangered,Pano-Tacanan,Tacanan,-
Callawalla,critically endangered,Mixed Language,Quechua-Puquina,-
Chiquitano,definitely endangered,Unknown,-,-
Cayuga,severely endangered,Iroquoian,Northern Iroquoian,-
Canichana,extinct,Unknown,-,-
Cabiyarí,definitely endangered,Arawakan,Northern Maipuran,Inland Northern Maipuran
Carapana,definitely endangered,Tucanoan,Eastern Tucanoan,Eastern Eastern Tucanoan
Carijona,critically endangered,Cariban,Guianan,Taranoan
Chimila,definitely endangered,Chibchan,Core Chibchan,Magdalenic
Cha'palaa,definitely endangered,Barbacoan,Cayapa-Colorado,-
Ede Cabe,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Chavacano,safe,Indo-European,Italic,Latino-Faliscan
Bualkhaw Chin,safe,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
Nyahkur,definitely endangered,Austroasiatic,Monic,-
Izora,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Cashibo-Cacataibo,definitely endangered,Pano-Tacanan,Panoan,Mainline Pano
Cashinahua,definitely endangered,Pano-Tacanan,Panoan,Mainline Pano
Shawi,vulnerable,Cahuapanan,Maina-Chawi,-
Candoshi-Shapra,definitely endangered,Unknown,-,-
Kakua,definitely endangered,Kakua-Nukak,-,-
Carabayo,extinct,Unclassifiable,-,-
Chamicuro,critically endangered,Arawakan,Western Maipuran,Chamicuro-Morike
Cafundo,critically endangered,Indo-European,Italic,Latino-Faliscan
Chopi,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Samba Daka,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Atsam,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Kasanga,critically endangered,Atlantic-Congo,North-Central Atlantic,North Atlantic
Cutchi-Swahili,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Malaccan Creole Malay,severely endangered,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Comaltepec Chinantec,vulnerable,Otomanguean,Western Otomanguean,Otopame-Chinantecan
Chakma,safe,Indo-European,Indo-Iranian,Indo-Aryan
Cacaopera,extinct,Misumalpan,Sumalpan,Matagalpan
Choni,safe,Sino-Tibetan,Bodic,Bodish
Chenchu,safe,Dravidian,South Dravidian,South Dravidian II
Chiru,definitely endangered,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
Chambeali,safe,Indo-European,Indo-Iranian,Indo-Aryan
Chodri,safe,Indo-European,Indo-Iranian,Indo-Aryan
Churahi,safe,Indo-European,Indo-Iranian,Indo-Aryan
Chepang,vulnerable,Sino-Tibetan,Himalayish,Mahakiranti
Chaudangsi,definitely endangered,Sino-Tibetan,Bodic,West Himalayish
Min Dong Chinese,safe,Sino-Tibetan,Sinitic,Min
Yara,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Chadian Sign Language,safe,Sign Language,Deaf Sign Language,LSFic
Chadong,safe,Tai-Kadai,Kam-Tai,Kam-Sui
Koda,vulnerable,Austroasiatic,Mundaic,North Munda
Lower Chehalis,extinct,Salishan,Tsamosan,Coastal Tsamosan
Cebuano,safe,Austronesian,Malayo-Polynesian,Greater Central Philippine
Chamacoco,definitely endangered,Zamucoan,-,-
Czech,safe,Indo-European,Balto-Slavic,Slavic
Jalaa,critically endangered,Unknown,-,-
Dijim-Bwilim,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Cara,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Como Karim,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Falam Chin,vulnerable,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
Changriwa,definitely endangered,Yuat,-,-
Kagayanen,safe,Austronesian,Malayo-Polynesian,Greater Central Philippine
Chiga,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Chocangacakha,vulnerable,Sino-Tibetan,Bodic,Bodish
Chamorro,vulnerable,Austronesian,Malayo-Polynesian,-
Catawba,extinct,Siouan,Catawban,-
Highland Oaxaca Chontal,definitely endangered,Tequistlatecan,-,-
Chechen,vulnerable,Nakh-Daghestanian,Nakh,Chechen-Ingush
Tabasco Chontal,vulnerable,Mayan,Core Mayan,Western Mayan
Chagatai,extinct,Turkic,Common Turkic,Turkestan Turkic
Chinook,critically endangered,Chinookan,Lower Chinookan,-
Ojitlán Chinantec,vulnerable,Otomanguean,Western Otomanguean,Otopame-Chinantecan
Chuukese,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Cahuilla,critically endangered,Uto-Aztecan,Northern Uto-Aztecan,Californian Uto-Aztecan
Creolized Grand Ronde Chinook Jargon,critically endangered,Chinookan,Lower Chinookan,-
Choctaw,vulnerable,Muskogean,Western Muskogean,-
Chipewyan,definitely endangered,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak,Athabaskan
Quiotepec Chinantec,vulnerable,Otomanguean,Western Otomanguean,Otopame-Chinantecan
Cherokee,vulnerable,Iroquoian,-,-
Cholón,extinct,Hibito-Cholon,-,-
Church Slavic,extinct,Indo-European,Balto-Slavic,Slavic
Chuvash,vulnerable,Turkic,Bolgar,-
Chuwabu,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Chantyal,definitely endangered,Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic
Cheyenne,definitely endangered,Algic,Algonquian,-
Ozumacín Chinantec,definitely endangered,Otomanguean,Western Otomanguean,Otopame-Chinantecan
Cia-Cia,safe,Austronesian,Malayo-Polynesian,Celebic
Ci Gbe,safe,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
Chickasaw,definitely endangered,Muskogean,Western Muskogean,-
Chimariko,extinct,Unknown,-,-
Cineni,safe,Afro-Asiatic,Chadic,Biu-Mandara
Chinali,safe,Indo-European,Indo-Iranian,Indo-Aryan
Chitkuli Kinnauri,safe,Sino-Tibetan,Bodic,West Himalayish
Cimbrian,definitely endangered,Indo-European,Germanic,Northwest Germanic
Cinta Larga,definitely endangered,Tupian,Monde,Gavianic
Chiapanec,extinct,Otomanguean,Western Otomanguean,Tlapanec-Manguean
Tiri-Mea,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Chippewa,definitely endangered,Algic,Algonquian,Eastern Great Lakes Algonquian
Chaima,definitely endangered,Cariban,Venezuelan Cariban,Mapoyo-Tamanaku
Western Cham,vulnerable,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Chru,definitely endangered,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Upper Chehalis,extinct,Salishan,Tsamosan,Inland Tsamosan
Chamalal,definitely endangered,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic
Chokwe,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Eastern Cham,vulnerable,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Chenapian,definitely endangered,Sepik,Iwam-Wogamus,Wogamusin-Chenapian
Ashéninka Pajonal,vulnerable,Arawakan,Southern Maipuran,Pre-Andine Maipuran
Cabécar,definitely endangered,Chibchan,Core Chibchan,Isthmic Chibchan
Shor,severely endangered,Turkic,Common Turkic,Central Siberian Turkic
Chuave,safe,Nuclear Trans New Guinea,Chimbu-Wahgi,Simbu
Jinyu Chinese,safe,Sino-Tibetan,Sinitic,Classical-Middle-Modern Sinitic
Central Kurdish,safe,Indo-European,Indo-Iranian,Iranian
Chak,vulnerable,Sino-Tibetan,Brahmaputran,Jingpho-Luish
Cibak,safe,Afro-Asiatic,Chadic,Biu-Mandara
Anufo,safe,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
Kajakse,safe,Afro-Asiatic,Chadic,East Chadic
Kairak,safe,Baining,-,-
Tayo,definitely endangered,Indo-European,Italic,Latino-Faliscan
Chukchi,definitely endangered,Chukotko-Kamchatkan,Chukotian,-
Koasati,severely endangered,Muskogean,Alabaman-Koasati,-
Kavalan,critically endangered,Austronesian,East Formosan,Northern East Formosan
Caka,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Cakfem-Mushere-Jibyal,safe,Afro-Asiatic,Chadic,West Chadic
Cakchiquel-Quiché Mixed Language,definitely endangered,Mixed Language,Cakchiquel-Quiche,-
Ron,safe,Afro-Asiatic,Chadic,West Chadic
Chilcotin,severely endangered,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak,Athabaskan
Chaldean Neo-Aramaic,definitely endangered,Afro-Asiatic,Semitic,West Semitic
Lealao Chinantec,vulnerable,Otomanguean,Western Otomanguean,Otopame-Chinantecan
Chilisso,definitely endangered,Indo-European,Indo-Iranian,Indo-Aryan
Chakali,definitely endangered,Atlantic-Congo,Volta-Congo,North Volta-Congo
Idu,vulnerable,Sino-Tibetan,Digarish,-
Chala,definitely endangered,Atlantic-Congo,Volta-Congo,North Volta-Congo
Clallam,extinct,Salishan,Central Salish,-
Lowland Oaxaca Chontal,severely endangered,Tequistlatecan,-,-
Caluyanun,safe,Austronesian,Malayo-Polynesian,Greater Central Philippine
Chulym Turkic,severely endangered,Turkic,Common Turkic,Central Siberian Turkic
Eastern Highland Chatino,vulnerable,Otomanguean,Eastern Otomanguean,Popoloca-Zapotecan
Maa,safe,Austroasiatic,Bahnaric,South Bahnaric
Cerma,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Emberá-Chamí,vulnerable,Chocoan,Embera,San Juan
Campalagian,safe,Austronesian,Malayo-Polynesian,South Sulawesi
Mandarin Chinese,safe,Sino-Tibetan,Sinitic,Classical-Middle-Modern Sinitic
Central Mnong,vulnerable,Austroasiatic,Bahnaric,South Bahnaric
Mro Chin,vulnerable,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
Camtho,extinct,Mixed Language,Zulu-Bantu,-
Changthang,vulnerable,Sino-Tibetan,Bodic,Bodish
Chinbon Chin,safe,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
Côông,severely endangered,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese
Northern Qiang,definitely endangered,Sino-Tibetan,Burmo-Qiangic,Na-Qiangic
Haka Chin,definitely endangered,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
Asháninka,vulnerable,Arawakan,Southern Maipuran,Pre-Andine Maipuran
Khumi Chin,safe,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
Lalana Chinantec,vulnerable,Otomanguean,Western Otomanguean,Otopame-Chinantecan
Central Asmat,vulnerable,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Asmat-Kamoro
Tepetotutla Chinantec,definitely endangered,Otomanguean,Western Otomanguean,Otopame-Chinantecan
Western Algerian Berber,vulnerable,Afro-Asiatic,Berber,Zenatic
Ngawn Chin,safe,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
Cocos Islands Malay,definitely endangered,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Chicomuceltec,extinct,Mayan,Huastecan Mayan,-
Cocopa,definitely endangered,Cochimi-Yuman,Yuman,General Yuman
Cocama-Cocamilla,critically endangered,Tupian,Maweti-Guarani,Aweti-Guarani
Koreguaje,definitely endangered,Tucanoan,Western Tucanoan,Maijiki-Siona
Tsafiki,definitely endangered,Barbacoan,Cayapa-Colorado,-
Chong of Chanthaburi,severely endangered,Austroasiatic,Pearic,Western Pearic
Chonyi-Dzihana-Kauma,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Cochimi,extinct,Cochimi-Yuman,-,-
Santa Teresa Cora,vulnerable,Uto-Aztecan,Southern Uto-Aztecan,Corachol-Aztecan
Columbia-Wenatchi,critically endangered,Salishan,Interior Salish,Southern Interior Salish
Comanche,severely endangered,Uto-Aztecan,Northern Uto-Aztecan,Numic
Comox,critically endangered,Salishan,Central Salish,-
Coptic,extinct,Afro-Asiatic,Egyptian,-
Coquille,extinct,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak,Athabaskan
Cornish,extinct,Indo-European,Celtic,Nuclear Celtic
Corsican,safe,Indo-European,Italic,Latino-Faliscan
Caquinte,definitely endangered,Arawakan,Southern Maipuran,Pre-Andine Maipuran
Wamey,vulnerable,Atlantic-Congo,North-Central Atlantic,North Atlantic
Cao Miao,safe,Tai-Kadai,Kam-Tai,Kam-Sui
Cowlitz,extinct,Salishan,Tsamosan,Inland Tsamosan
Nanti,vulnerable,Arawakan,Southern Maipuran,Pre-Andine Maipuran
Chocholtec,vulnerable,Otomanguean,Eastern Otomanguean,Popoloca-Zapotecan
Palantla Chinantec,vulnerable,Otomanguean,Western Otomanguean,Otopame-Chinantecan
Ucayali-Yurúa Ashéninka,vulnerable,Arawakan,Southern Maipuran,Pre-Andine Maipuran
Ajyíninka Apurucayali,vulnerable,Arawakan,Southern Maipuran,Pre-Andine Maipuran
Cappadocian Greek,definitely endangered,Indo-European,Graeco-Phrygian,Greek
Chinese Pidgin English,definitely endangered,Pidgin,English based pidgin,-
Cherepon,safe,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
Kpeego,definitely endangered,Mande,Western Mande,Northwestern Mande
Capiznon,safe,Austronesian,Malayo-Polynesian,Greater Central Philippine
Pichis Ashéninka,vulnerable,Arawakan,Southern Maipuran,Pre-Andine Maipuran
Pu-Xian Chinese,safe,Sino-Tibetan,Sinitic,Min
South Ucayali Ashéninka,vulnerable,Arawakan,Southern Maipuran,Pre-Andine Maipuran
Chara,definitely endangered,Ta-Ne-Omotic,Ometo,-
Lonwolwol,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Coeur d'Alene,critically endangered,Salishan,Interior Salish,Southern Interior Salish
Caramanta,vulnerable,Chocoan,Unclassified Chocoan,-
Michif,critically endangered,Mixed Language,French-Cree,-
Crimean Tatar,severely endangered,Turkic,Common Turkic,Kipchak
Sãotomense,vulnerable,Indo-European,Italic,Latino-Faliscan
Southern East Cree,vulnerable,Algic,Algonquian,Cree-Montagnais-Naskapi
Plains Cree,severely endangered,Algic,Algonquian,Cree-Montagnais-Naskapi
Northern East Cree,vulnerable,Algic,Algonquian,Cree-Montagnais-Naskapi
Moose Cree,vulnerable,Algic,Algonquian,Cree-Montagnais-Naskapi
El Nayar Cora,vulnerable,Uto-Aztecan,Southern Uto-Aztecan,Corachol-Aztecan
Crow,definitely endangered,Siouan,Core Siouan,Missouri River Siouan
Iyo'wujwa Chorote,definitely endangered,Matacoan,Mataguayo II,Chorote
Seselwa Creole French,safe,Indo-European,Italic,Latino-Faliscan
Iyojwa'ja Chorote,definitely endangered,Matacoan,Mataguayo II,Chorote
Chaura,definitely endangered,Austroasiatic,Nicobaric,Nuclear Nicobaric
Chrau,vulnerable,Austroasiatic,Bahnaric,South Bahnaric
Carrier,severely endangered,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak,Athabaskan
Cori,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Cruzeño,extinct,Chumashan,Southern Chumashan,-
Chiltepec Chinantec,vulnerable,Otomanguean,Western Otomanguean,Otopame-Chinantecan
Kashubian,vulnerable,Indo-European,Balto-Slavic,Slavic
Catalan Sign Language,vulnerable,Sign Language,Deaf Sign Language,LSFic
Chiangmai Sign Language,critically endangered,Sign Language,Deaf Sign Language,Old Chiangmai-Bangkok-Haiphong Sign
Czech Sign Language,vulnerable,Sign Language,Deaf Sign Language,LSFic
Cuba Sign Language,safe,Sign Language,Deaf Sign Language,Unclassified Deaf Sign Language
Chilean Sign Language,vulnerable,Sign Language,Deaf Sign Language,Chile-Paraguay-Uruguay Sign
Asho Chin,safe,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
Coast Miwok,extinct,Miwok-Costanoan,Miwokan,Western Miwokan
Jola-Esulalu,vulnerable,Atlantic-Congo,North-Central Atlantic,Central Atlantic
Chinese Sign Language,safe,Sign Language,Deaf Sign Language,CSLic
